A,0,0,1.000000408955316
A,1,0,-6.310289677458059e-7
A,2,0,2.096665525641583e-7
A,3,0,6.421004172807443e-8
A,4,0,3.956404981408923e-9
A,5,0,6.194351698241007e-10
A,6,0,5.637896549615107e-8
A,7,0,-5.637896549615107e-8
A,8,0,-5.637896549615107e-8
A,9,0,0
A,10,0,0
A,11,0,1.127578798332252e-6
A,12,0,-5.637896549615107e-8
A,13,0,-5.074106752545049e-7
A,14,0,6.088927761993546e-7
A,16,0,-5.637896549615107e-8
A,17,0,-2.043932134654369e-9
A,18,0,0
A,19,0,.01878335326910019
A,25,0,3.624941025245822e-16
A,30,0,6.846256028048394e-16
A,35,0,8.68257475330125e-16
A,40,0,8.829475677343563e-16
A,45,0,7.596007241310538e-16
A,50,0,5.641173783660228e-16
A,55,0,3.637011244744196e-16
A,60,0,2.010050211992837e-16
A,65,0,9.149849743076945e-17
A,70,0,3.147608842710462e-17
A,75,0,7.345189304361637e-18
A,80,0,1.130718674232424e-18
A,85,0,1.234088333455879e-19
A,90,0,1.030108373210172e-20
A,95,0,6.833493328871848e-22
A,100,0,3.65932126657364e-23
A,105,0,1.588981222142243e-24
A,110,0,5.60826855501037e-26
A,115,0,1.6107018199957e-27
A,120,0,3.764561095514044e-29
A,125,0,7.172442880553562e-31
A,0,1,-.0001426527305739
A,1,1,1.000147870872752
A,2,1,-5.613608664134517e-6
A,3,1,4.753307507598947e-7
A,4,1,-5.725276253087941e-9
A,5,1,-1.77376264787199e-8
A,6,1,5.637896549615107e-8
A,7,1,-5.637896549615107e-8
A,8,1,-5.637896549615107e-8
A,9,1,0
A,10,1,8.516936613432724e-15
A,11,1,1.127578798332252e-6
A,12,1,-5.637896549615107e-8
A,13,1,-5.074106752545049e-7
A,14,1,6.088927761993546e-7
A,16,1,-5.637896549615107e-8
A,17,1,1.437741730114794e-7
A,18,1,0
A,19,1,-1.321256637573242
A,25,1,-1.114484955602561e-14
A,26,1,1.733296665917816e-12
A,30,1,-2.074384704265318e-14
A,31,1,2.677037702625285e-9
A,35,1,-2.624046067782083e-14
A,36,1,6.328248787212942e-7
A,40,1,-2.67359139655924e-14
A,41,1,3.107915290456731e-6
A,45,1,-2.314677109379638e-14
A,46,1,3.159706807309703e-7
A,50,1,-1.742469422872858e-14
A,51,1,2.779751095971505e-9
A,55,1,-1.155559277280817e-14
A,56,1,1.449127970398756e-11
A,60,1,-6.78651267669618e-15
A,61,1,1.984121417511475e-13
A,65,1,-3.535647235462748e-15
A,66,1,1.024009300748183e-14
A,70,1,-1.631147863670078e-15
A,71,1,1.059880891954518e-15
A,75,1,-6.68199939891684e-16
A,76,1,1.302165587382207e-16
A,80,1,-2.461975376577509e-16
A,81,1,1.523580661538971e-17
A,85,1,-8.232749965727973e-17
A,86,1,1.550961994175702e-18
A,90,1,-2.496269623029467e-17
A,91,1,1.321670733700876e-19
A,95,1,-6.841421422065817e-18
A,96,1,9.270355296549564e-21
A,100,1,-1.693073277773537e-18
A,101,1,5.325857707782005e-22
A,105,1,-3.781317617533563e-19
A,106,1,2.498061216103135e-23
A,110,1,-7.624842319058412e-20
A,111,1,9.576834498255501e-25
A,115,1,-1.388670166119169e-20
A,116,1,3.002645577625813e-26
A,120,1,-2.284276225230092e-21
A,121,1,7.695759909088791e-28
A,125,1,-3.396618468231539e-22
A,126,1,1.614779109984465e-29
A,0,2,3.172130163875408e-6
A,1,2,-.0004288838244974613
A,2,2,1.050343558192253
A,3,2,-.04991767182946205
A,4,2,-9.393625077791512e-8
A,5,2,-2.995422221374611e-8
A,6,2,5.637896549615107e-8
A,7,2,-5.637896549615107e-8
A,8,2,-5.637896549615107e-8
A,9,2,0
A,10,2,-1.14399592229808e-15
A,11,2,1.127578798332252e-6
A,12,2,-5.637896549615107e-8
A,13,2,-5.074106752545049e-7
A,14,2,6.088927761993546e-7
A,16,2,-5.637896549615107e-8
A,17,2,-1.14480917545734e-6
A,18,2,0
A,19,2,10.52057933807373
A,26,2,-1.88902452707973e-12
A,27,2,2.473666237123862e-12
A,31,2,-3.191809705427318e-9
A,32,2,4.265404740522172e-8
A,36,2,-8.364604013877397e-7
A,37,2,.0003888504579663277
A,41,2,-4.564798473438714e-6
A,42,2,.0381682813167572
A,46,2,-5.168877237338165e-7
A,47,2,.01131986826658249
A,51,2,-5.076469022924357e-9
A,52,2,3.749688039533794e-5
A,56,2,-2.963390643984098e-11
A,57,2,1.865166154857434e-8
A,61,2,-4.676906106317047e-13
A,62,2,1.63597052571518e-11
A,66,2,-3.327468305774385e-14
A,67,2,1.099596759132626e-13
A,71,2,-6.362139005726408e-15
A,72,2,5.00653392441347e-15
A,76,2,-1.834683316389945e-15
A,77,2,4.881095121188686e-16
A,81,2,-5.997685715994827e-16
A,82,2,5.444201036336569e-17
A,86,2,-1.954991746932328e-16
A,87,2,5.64556475613668e-18
A,91,2,-5.996761655988932e-17
A,92,2,5.045512223359075e-19
A,96,2,-1.687755499051556e-17
A,97,2,3.764540326759457e-20
A,101,2,-4.318695916068944e-18
A,102,2,2.317379201706768e-21
A,106,2,-1.000719796344203e-18
A,107,2,1.172540887632911e-22
A,111,2,-2.09944901814494e-19
A,112,2,4.871730427049952e-24
A,116,2,-3.988113352283189e-20
A,117,2,1.662654519802644e-25
A,121,2,-6.857663320188449e-21
A,122,2,4.66292291439438e-27
A,126,2,-1.068200969380841e-21
A,127,2,1.074941789167073e-28
A,0,3,9.677614798420109e-7
A,1,3,-1.245291059603915e-6
A,2,3,-.07536840438842773
A,3,3,1.075373947620392
A,4,3,-5.109401172376238e-6
A,5,3,-1.163272145277006e-7
A,6,3,5.637896549615107e-8
A,7,3,-5.637896549615107e-8
A,8,3,-5.637896549615107e-8
A,9,3,0
A,10,3,2.726002957774963e-15
A,11,3,1.127578798332252e-6
A,12,3,-5.637896549615107e-8
A,13,3,-5.074106752545049e-7
A,14,3,6.088927761993546e-7
A,16,3,-5.637896549615107e-8
A,17,3,3.242677848902531e-6
A,18,3,0
A,19,3,-29.79957580566406
A,27,3,-2.690164063734457e-12
A,28,3,1.124147229838481e-14
A,32,3,-5.062177166337278e-8
A,33,3,2.393615836679235e-14
A,37,3,-.0005103659350425005
A,38,3,3.258340252883067e-14
A,42,3,-.05552677810192108
A,43,3,3.506025222747844e-14
A,47,3,-.01829450204968452
A,48,3,3.150090797476683e-14
A,52,3,-6.747333100065589e-5
A,53,3,2.389203133837219e-14
A,57,3,-3.745336840665914e-8
A,58,3,1.510693087010233e-14
A,62,3,-3.676196846935653e-11
A,63,3,7.677818342037568e-15
A,67,3,-2.876134660295682e-13
A,68,3,2.945648553635133e-15
A,72,3,-1.940820822197292e-14
A,73,3,8.09583079557346e-16
A,77,3,-3.85526368316437e-15
A,78,3,1.612334891334645e-16
A,82,3,-1.105984048240622e-15
A,83,3,2.450439846627089e-17
A,87,3,-3.484403436219757e-16
A,88,3,2.962714454342404e-18
A,92,3,-1.076261635651689e-16
A,93,3,2.911501014282256e-19
A,97,3,-3.103228286741277e-17
A,98,3,2.346465182333734e-20
A,102,3,-8.193536641609284e-18
A,103,3,1.555002212474875e-21
A,107,3,-1.967818836691188e-18
A,108,3,8.48367901854326e-23
A,112,3,-4.290093147860203e-19
A,113,3,3.815631846132649e-24
A,117,3,-8.487715775043102e-20
A,118,3,1.415514258958216e-25
A,122,3,-1.524028579840669e-20
A,123,3,4.334547236644489e-27
A,127,3,-2.483863638318878e-21
A,128,3,1.096037222071676e-28
A,0,4,2.067174023068219e-7
A,1,4,-3.464035103206697e-7
A,2,4,8.871005547916866e-7
A,3,4,-.001004851656034589
A,4,4,1.001007388811558
A,5,4,-3.227999513910618e-6
A,6,4,5.637894062715532e-8
A,7,4,-5.637894062715532e-8
A,8,4,-5.637894062715532e-8
A,9,4,0
A,10,4,0
A,11,4,1.127578798332252e-6
A,12,4,-5.637894062715532e-8
A,13,4,-5.074106752545049e-7
A,14,4,6.088923782954225e-7
A,16,4,-5.637894062715532e-8
A,17,4,9.1486214159886e-7
A,18,4,0
A,19,4,-8.407408714294434
A,28,4,-4.977862197962091e-14
A,29,4,8.301786856698343e-15
A,33,4,-9.878084678352494e-14
A,34,4,1.892736794660739e-14
A,38,4,-1.32599823048779e-13
A,39,4,2.600578511758635e-14
A,43,4,-1.439277841873421e-13
A,44,4,2.763043835613335e-14
A,48,4,-1.330588200385008e-13
A,49,4,2.406133628386938e-14
A,53,4,-1.065598347407826e-13
A,54,4,1.723105233259088e-14
A,58,4,-7.396622377087159e-14
A,59,4,9.875153944354995e-15
A,63,4,-4.402636024844475e-14
A,64,4,4.349897043042991e-15
A,68,4,-2.220723876057012e-14
A,69,4,1.437176048199422e-15
A,73,4,-9.662081112407281e-15
A,74,4,3.596410837999929e-16
A,78,4,-3.830770878461565e-15
A,79,4,7.011335073232172e-17
A,83,4,-1.43666444029928e-15
A,84,4,1.093826418912559e-17
A,88,4,-5.079756111055342e-16
A,89,4,1.388715480107101e-18
A,93,4,-1.665747200801725e-16
A,94,4,1.447536603658476e-19
A,98,4,-5.007023509456983e-17
A,99,4,1.243767186728059e-20
A,103,4,-1.371575222480206e-17
A,104,4,8.829125121689631e-22
A,108,4,-3.416913538430984e-18
A,109,4,5.18144163606079e-23
A,113,4,-7.7400670274234e-19
A,114,4,2.517640901542902e-24
A,118,4,-1.594267587579844e-19
A,119,4,1.013315498583546e-25
A,123,4,-2.986853872288083e-20
A,124,4,3.380210430601726e-27
A,128,4,-5.090734445941291e-21
A,129,4,9.355154149199958e-29
